,class
AT1G62333.1 cdna chromosome:TAIR10:1:23050381:23050940:1 gene:AT1G62333 gene_biotype:protein_coding transcript_biotype:protein_coding description:F24O1.6 [Source:UniProtKB/TrEMBL;Acc:Q9MAV4],0
AT2G13547.1 cdna chromosome:TAIR10:2:5646602:5647423:1 gene:AT2G13547 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G3C7],0
AT2G27402.1 cdna chromosome:TAIR10:2:11722770:11724362:1 gene:AT2G27402 gene_biotype:protein_coding transcript_biotype:protein_coding description:At2g27402 [Source:UniProtKB/TrEMBL;Acc:Q8GX30],0
AT4G13395.1 cdna chromosome:TAIR10:4:7785428:7786161:_1 gene:AT4G13395 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:DVL10 description:DVL10 [Source:UniProtKB/TrEMBL;Acc:Q6IM91],0
AT2G23985.7 cdna chromosome:TAIR10:2:10204802:10206522:1 gene:AT2G23985 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT2G23985],0
AT2G23985.5 cdna chromosome:TAIR10:2:10204802:10206522:1 gene:AT2G23985 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT2G23985],0
AT2G23985.15 cdna chromosome:TAIR10:2:10204802:10206522:1 gene:AT2G23985 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT2G23985],0
AT2G23985.24 cdna chromosome:TAIR10:2:10204992:10206451:1 gene:AT2G23985 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT2G23985],0
AT2G23985.6 cdna chromosome:TAIR10:2:10204802:10206522:1 gene:AT2G23985 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT2G23985],0
AT2G23985.10 cdna chromosome:TAIR10:2:10204802:10206522:1 gene:AT2G23985 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT2G23985],0
AT1G56060.1 cdna chromosome:TAIR10:1:20966528:20967180:_1 gene:AT1G56060 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G32210.1); Ha. [Source:TAIR;Acc:AT1G56060],0
AT3G18518.1 cdna chromosome:TAIR10:3:6360135:6360532:1 gene:AT3G18518 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:RTFL20 description:DVL7 [Source:UniProtKB/TrEMBL;Acc:Q6IM94],0
"AT5G40980.1 cdna chromosome:TAIR10:5:16414510:16415265:_1 gene:AT5G40980 gene_biotype:protein_coding transcript_biotype:protein_coding description:AT.I.24_6 protein, putative (DUF 3339) [Source:UniProtKB/TrEMBL;Acc:Q9FLN1]",0
AT1G07175.2 cdna chromosome:TAIR10:1:2202278:2202947:1 gene:AT1G07175 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G29995.1); Ha. [Source:TAIR;Acc:AT1G07175],0
AT2G07644.1 cdna chromosome:TAIR10:2:3405496:3405863:1 gene:AT2G07644 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT3G26147.1 cdna chromosome:TAIR10:3:9565083:9565375:_1 gene:AT3G26147 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT3G26147],0
AT1G09794.1 cdna chromosome:TAIR10:1:3171905:3173510:1 gene:AT1G09794 gene_biotype:protein_coding transcript_biotype:protein_coding description:Cox19 family protein (CHCH motif) [Source:UniProtKB/TrEMBL;Acc:F4I2K8],0
AT2G29263.1 cdna chromosome:TAIR10:2:12584168:12584428:_1 gene:AT2G29263 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; LOCATED IN: mitochondrion; Ha. [Source:TAIR;Acc:AT2G29263],0
AT3G51644.1 cdna chromosome:TAIR10:3:19158153:19158495:_1 gene:AT3G51644 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT3G51644],0
AT4G00925.1 cdna chromosome:TAIR10:4:395931:396357:1 gene:AT4G00925 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT1G68765.1 cdna chromosome:TAIR10:1:25829917:25830781:_1 gene:AT1G68765 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:IDA description:IDA [Source:UniProtKB/TrEMBL;Acc:A0A178WMB5],0
AT1G33102.1 cdna chromosome:TAIR10:1:12002238:12003005:_1 gene:AT1G33102 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q0WN65],0
AT1G67148.1 cdna chromosome:TAIR10:1:25121211:25121947:1 gene:AT1G67148 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q0WR90],0
AT3G51642.1 cdna chromosome:TAIR10:3:19157609:19158149:_1 gene:AT3G51642 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT3G51642],0
AT1G16515.2 cdna chromosome:TAIR10:1:5647462:5648114:_1 gene:AT1G16515 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT1G16515],0
AT3G05890.1 cdna chromosome:TAIR10:3:1757440:1758807:_1 gene:AT3G05890 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:RCI2B description:At3g05890 [Source:UniProtKB/TrEMBL;Acc:Q67Z65],0
AT5G41420.1 cdna chromosome:TAIR10:5:16585119:16585363:_1 gene:AT5G41420 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT5G41420],0
AT1G03106.1 cdna chromosome:TAIR10:1:748101:749034:_1 gene:AT1G03106 gene_biotype:protein_coding transcript_biotype:protein_coding description:At1g03105 [Source:UniProtKB/TrEMBL;Acc:Q8L760],0
AT2G07806.3 cdna chromosome:TAIR10:2:3484627:3486093:1 gene:AT2G07806 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Ha. [Source:TAIR;Acc:AT2G07806],0
AT4G13095.1 cdna chromosome:TAIR10:4:7634930:7635673:1 gene:AT4G13095 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:LCR37 description:LCR37 [Source:UniProtKB/TrEMBL;Acc:A0A178V2U3],0
AT1G61565.1 cdna chromosome:TAIR10:1:22715075:22717595:1 gene:AT1G61565 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT2G24195.2 cdna chromosome:TAIR10:2:10285927:10286865:1 gene:AT2G24195 gene_biotype:protein_coding transcript_biotype:protein_coding description:Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8B1G7],0
AT1G73165.1 cdna chromosome:TAIR10:1:27508444:27509272:_1 gene:AT1G73165 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CLE1 description:CLAVATA3/ESR (CLE)_related protein 1 [Source:UniProtKB/Swiss_Prot;Acc:Q3ECD6],0
AT3G07005.1 cdna chromosome:TAIR10:3:2212063:2212742:1 gene:AT3G07005 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:LCR43 description:LCR43 [Source:UniProtKB/TrEMBL;Acc:A0A178VJQ8],0
AT3G26539.1 cdna chromosome:TAIR10:3:9743608:9744204:_1 gene:AT3G26539 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT3G26539],0
AT1G58007.1 cdna chromosome:TAIR10:1:21445903:21447177:_1 gene:AT1G58007 gene_biotype:protein_coding transcript_biotype:protein_coding description:Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:Q1G3Y6],0
AT1G03240.1 cdna chromosome:TAIR10:1:792222:793060:_1 gene:AT1G03240 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G03200.1); Ha. [Source:TAIR;Acc:AT1G03240],0
AT1G55152.1 cdna chromosome:TAIR10:1:20577424:20578308:_1 gene:AT1G55152 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q570Y5],0
AT1G51915.1 cdna chromosome:TAIR10:1:19293478:19294117:1 gene:AT1G51915 gene_biotype:protein_coding transcript_biotype:protein_coding description:Cryptdin protein_like protein [Source:UniProtKB/TrEMBL;Acc:Q8L9S8],0
AT3G43291.1 cdna chromosome:TAIR10:3:15231277:15232108:_1 gene:AT3G43291 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT3G43291],0
AT2G45405.1 cdna chromosome:TAIR10:2:18710344:18710770:1 gene:AT2G45405 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT1G36640.1 cdna chromosome:TAIR10:1:13852958:13853687:_1 gene:AT1G36640 gene_biotype:protein_coding transcript_biotype:protein_coding description:Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9C8F3],0
AT4G36515.1 cdna chromosome:TAIR10:4:17229550:17230471:_1 gene:AT4G36515 gene_biotype:protein_coding transcript_biotype:protein_coding description:At4g36515 [Source:UniProtKB/TrEMBL;Acc:Q8GYT3],0
AT5G04267.1 cdna chromosome:TAIR10:5:1182025:1182294:_1 gene:AT5G04267 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT5G04267],0
AT1G30757.1 cdna chromosome:TAIR10:1:10908980:10909784:1 gene:AT1G30757 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q8LGA4],0
AT2G22426.1 cdna chromosome:TAIR10:2:9516910:9517386:1 gene:AT2G22426 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT2G22426],0
AT1G22890.1 cdna chromosome:TAIR10:1:8102728:8103588:1 gene:AT1G22890 gene_biotype:protein_coding transcript_biotype:protein_coding description:AT1G22890 protein [Source:UniProtKB/TrEMBL;Acc:A0JQ18],0
AT3G07273.1 cdna chromosome:TAIR10:3:2317616:2317926:_1 gene:AT3G07273 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT3G07273],0
AT4G12731.1 cdna chromosome:TAIR10:4:7493133:7493360:_1 gene:AT4G12731 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G12735.1); Ha. [Source:TAIR;Acc:AT4G12731],0
AT4G07445.1 cdna chromosome:TAIR10:4:4265751:4266300:1 gene:AT4G07445 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT2G32788.1 cdna chromosome:TAIR10:2:13904833:13905110:1 gene:AT2G32788 gene_biotype:protein_coding transcript_biotype:protein_coding description:Encodes a Rapid ALkalinization Factor (RALF) family protein [Source:TAIR;Acc:AT2G32788],0
AT1G52618.1 cdna chromosome:TAIR10:1:19603147:19603743:1 gene:AT1G52618 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G3D9],0
AT3G29173.1 cdna chromosome:TAIR10:3:11138404:11139178:1 gene:AT3G29173 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT4G31405.1 cdna chromosome:TAIR10:4:15239901:15241567:_1 gene:AT4G31405 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT1G21395.1 cdna chromosome:TAIR10:1:7491965:7492351:1 gene:AT1G21395 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G26865.1); Ha. [Source:TAIR;Acc:AT1G21395],0
AT3G13435.1 cdna chromosome:TAIR10:3:4375300:4376127:1 gene:AT3G13435 gene_biotype:protein_coding transcript_biotype:protein_coding description:At3g13435 [Source:UniProtKB/TrEMBL;Acc:Q8GZ07],0
AT5G45469.1 cdna chromosome:TAIR10:5:18421704:18421962:1 gene:AT5G45469 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT5G45469],0
AT3G42473.1 cdna chromosome:TAIR10:3:14607080:14607971:1 gene:AT3G42473 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:LCR47 description:Defensin_like protein 91 [Source:UniProtKB/Swiss_Prot;Acc:P82762],0
AT2G47844.1 cdna chromosome:TAIR10:2:19595079:19595439:1 gene:AT2G47844 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT2G47844],0
AT1G29465.1 cdna chromosome:TAIR10:1:10308520:10309896:1 gene:AT1G29465 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q0WQY3],0
"AT1G51920.1 cdna chromosome:TAIR10:1:19294184:19294612:1 gene:AT1G51920 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: stem, stamen; EXPRESSED DURING: 4 anthesis; Ha. [Source:TAIR;Acc:AT1G51920]",0
AT1G33055.1 cdna chromosome:TAIR10:1:11971308:11972580:_1 gene:AT1G33055 gene_biotype:protein_coding transcript_biotype:protein_coding description:Uncharacterized protein unannotated coding sequence from BAC F9L11 [Source:UniProtKB/TrEMBL;Acc:Q94K21],0
AT3G29633.1 cdna chromosome:TAIR10:3:11452509:11453497:_1 gene:AT3G29633 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT3G29633],0
AT5G57650.1 cdna chromosome:TAIR10:5:23345662:23346324:_1 gene:AT5G57650 gene_biotype:protein_coding transcript_biotype:protein_coding description:Eukaryotic translation initiation factor_like protein [Source:UniProtKB/TrEMBL;Acc:Q9FKK8],0
AT5G36925.1 cdna chromosome:TAIR10:5:14565476:14566439:_1 gene:AT5G36925 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FIW0],0
AT2G41082.1 cdna chromosome:TAIR10:2:17134825:17135059:1 gene:AT2G41082 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT2G41082],0
AT1G63522.1 cdna chromosome:TAIR10:1:23562201:23562659:_1 gene:AT1G63522 gene_biotype:protein_coding transcript_biotype:protein_coding description:Defensin_like (DEFL) family protein [Source:TAIR;Acc:AT1G63522],0
AT3G03341.1 cdna chromosome:TAIR10:3:790130:790693:_1 gene:AT3G03341 gene_biotype:protein_coding transcript_biotype:protein_coding description:Cold_regulated protein [Source:UniProtKB/TrEMBL;Acc:Q1G3B4],0
AT1G48953.1 cdna chromosome:TAIR10:1:18110814:18111463:_1 gene:AT1G48953 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G35066.1); Ha. [Source:TAIR;Acc:AT1G48953],0
AT5G42110.1 cdna chromosome:TAIR10:5:16831696:16832357:_1 gene:AT5G42110 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q8GW66],0
AT5G08760.1 cdna chromosome:TAIR10:5:2854857:2855617:1 gene:AT5G08760 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT5G08760],0
AT5G41908.1 cdna chromosome:TAIR10:5:16777055:16777525:1 gene:AT5G41908 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT5G41908],0
AT1G11785.1 cdna chromosome:TAIR10:1:3979823:3981079:_1 gene:AT1G11785 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q56YI8],0
AT5G22145.1 cdna chromosome:TAIR10:5:7340426:7341028:1 gene:AT5G22145 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT4G14315.1 cdna chromosome:TAIR10:4:8240847:8241341:1 gene:AT4G14315 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT4G14315],0
AT3G47965.1 cdna chromosome:TAIR10:3:17707918:17708918:_1 gene:AT3G47965 gene_biotype:protein_coding transcript_biotype:protein_coding description:AT3g47961 [Source:UniProtKB/TrEMBL;Acc:Q9ASY5],0
AT4G25707.2 cdna chromosome:TAIR10:4:13096878:13098088:_1 gene:AT4G25707 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT4G25707],0
AT4G31351.1 cdna chromosome:TAIR10:4:15217257:15217884:1 gene:AT4G31351 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G31354.1); Ha. [Source:TAIR;Acc:AT4G31351],0
AT3G28216.1 cdna chromosome:TAIR10:3:10523185:10523424:_1 gene:AT3G28216 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT3G28216],0
AT5G50443.1 cdna chromosome:TAIR10:5:20540335:20541211:1 gene:AT5G50443 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT5G41763.2 cdna chromosome:TAIR10:5:16714509:16715882:1 gene:AT5G41763 gene_biotype:protein_coding transcript_biotype:protein_coding description:Uncharacterized protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A1P8BEK1],0
AT5G55290.2 cdna chromosome:TAIR10:5:22422673:22424380:_1 gene:AT5G55290 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:VHA_E1 description:V_type proton ATPase subunit e1 [Source:UniProtKB/Swiss_Prot;Acc:Q9FLN5],0
AT3G19663.1 cdna chromosome:TAIR10:3:6826664:6827153:1 gene:AT3G19663 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT3G19663],0
AT5G44565.3 cdna chromosome:TAIR10:5:17951449:17953180:1 gene:AT5G44565 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT5G44565],0
AT2G31083.1 cdna chromosome:TAIR10:2:13252217:13252914:1 gene:AT2G31083 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CLE5 description:CLAVATA3/ESR_RELATED 5 [Source:TAIR;Acc:AT2G31083],0
AT2G32487.2 cdna chromosome:TAIR10:2:13791857:13793320:1 gene:AT2G32487 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT2G32487],0
AT2G07669.1 cdna chromosome:TAIR10:2:3282787:3283553:1 gene:AT2G07669 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q2V492],0
AT2G35750.1 cdna chromosome:TAIR10:2:15029829:15030348:_1 gene:AT2G35750 gene_biotype:protein_coding transcript_biotype:protein_coding description:Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQP7],0
AT5G09445.1 cdna chromosome:TAIR10:5:2940676:2941597:1 gene:AT5G09445 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Ha. [Source:TAIR;Acc:AT5G09445],0
AT3G05035.2 cdna chromosome:TAIR10:3:1398969:1399871:_1 gene:AT3G05035 gene_biotype:protein_coding transcript_biotype:protein_coding description:Exportin_4 protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LMZ0],0
AT5G57123.1 cdna chromosome:TAIR10:5:23126874:23127724:_1 gene:AT5G57123 gene_biotype:protein_coding transcript_biotype:protein_coding description:At5g57123 [Source:UniProtKB/TrEMBL;Acc:Q8LCB5],0
AT5G46295.1 cdna chromosome:TAIR10:5:18779790:18780205:_1 gene:AT5G46295 gene_biotype:protein_coding transcript_biotype:protein_coding description:Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q3E8F8],0
AT3G46617.1 cdna chromosome:TAIR10:3:17175028:17175987:_1 gene:AT3G46617 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT4G04925.1 cdna chromosome:TAIR10:4:2505979:2506786:1 gene:AT4G04925 gene_biotype:protein_coding transcript_biotype:protein_coding description:At4g04925 [Source:UniProtKB/TrEMBL;Acc:Q8LFB8],0
AT5G18404.1 cdna chromosome:TAIR10:5:6096149:6096592:1 gene:AT5G18404 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT5G18404],0
AT4G31260.1 cdna chromosome:TAIR10:4:15182593:15183006:_1 gene:AT4G31260 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; Ha. [Source:TAIR;Acc:AT4G31260],0
AT1G06148.1 cdna chromosome:TAIR10:1:1875732:1877573:_1 gene:AT1G06148 gene_biotype:protein_coding transcript_biotype:protein_coding description:Unknown gene [Source:TAIR;Acc:AT1G06148],0
AT1G26976.1 cdna chromosome:TAIR10:1:9364749:9365610:1 gene:AT1G26976 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Ha. [Source:TAIR;Acc:AT1G26976],0
AT1G26225.1 cdna chromosome:TAIR10:1:9072634:9072835:1 gene:AT1G26225 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT2G40205.1 cdna chromosome:TAIR10:2:16792175:16792622:_1 gene:AT2G40205 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:RPL41G description:60S ribosomal protein L41 [Source:UniProtKB/Swiss_Prot;Acc:P62120],0
AT1G45229.2 cdna chromosome:TAIR10:1:17154921:17159397:_1 gene:AT1G45229 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Ha. [Source:TAIR;Acc:AT1G45229],0
AT2G16385.1 cdna chromosome:TAIR10:2:7094743:7095824:1 gene:AT2G16385 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CIF1 description:Protein CASPARIAN STRIP INTEGRITY FACTOR 1 [Source:UniProtKB/Swiss_Prot;Acc:Q84MD2],0
AT5G59305.2 cdna chromosome:TAIR10:5:23923201:23923929:1 gene:AT5G59305 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CLE46 description:CLAVATA3/ESR (CLE)_related protein 46 [Source:UniProtKB/Swiss_Prot;Acc:Q8LDN4],0
AT3G12833.1 cdna chromosome:TAIR10:3:4082969:4084090:1 gene:AT3G12833 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT1G52855.1 cdna chromosome:TAIR10:1:19682773:19683565:_1 gene:AT1G52855 gene_biotype:protein_coding transcript_biotype:protein_coding description:At1g52855 [Source:UniProtKB/TrEMBL;Acc:Q8LC41],0
AT3G09455.1 cdna chromosome:TAIR10:3:2910411:2911354:_1 gene:AT3G09455 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:OST4C description:Dolichyl_diphosphooligosaccharide__protein glycosyltransferase subunit 4C [Source:UniProtKB/Swiss_Prot;Acc:Q9SF57],0
AT1G31580.1 cdna chromosome:TAIR10:1:11310997:11311989:1 gene:AT1G31580 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ECS1 description:Protein ECS1 [Source:UniProtKB/Swiss_Prot;Acc:Q39066],0
AT5G42530.1 cdna chromosome:TAIR10:5:17004738:17005510:_1 gene:AT5G42530 gene_biotype:protein_coding transcript_biotype:protein_coding description:Uncharacterized protein At5g42530; MDH9.23 [Source:UniProtKB/TrEMBL;Acc:Q8W483],0
AT2G24040.2 cdna chromosome:TAIR10:2:10223857:10225171:1 gene:AT2G24040 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative low temperature and salt responsive protein [Source:UniProtKB/TrEMBL;Acc:B6DVK0],0
AT1G20683.1 cdna chromosome:TAIR10:1:7172515:7172835:1 gene:AT1G20683 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT3G02673.1 cdna chromosome:TAIR10:3:573850:574198:1 gene:AT3G02673 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT4G20935.1 cdna chromosome:TAIR10:4:11201864:11202683:1 gene:AT4G20935 gene_biotype:protein_coding transcript_biotype:protein_coding description:Uncharacterized protein (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A1P8B7P2],0
AT2G05655.1 cdna chromosome:TAIR10:2:2119187:2121254:1 gene:AT2G05655 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT3G09162.1 cdna chromosome:TAIR10:3:2807214:2808268:_1 gene:AT3G09162 gene_biotype:protein_coding transcript_biotype:protein_coding description:At3g09162 [Source:UniProtKB/TrEMBL;Acc:Q8GYI0],0
AT1G74088.1 cdna chromosome:TAIR10:1:27861116:27862822:1 gene:AT1G74088 gene_biotype:protein_coding transcript_biotype:protein_coding description:FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: galacturonosyltransferase 11 (TAIR:AT1G18580.1). [Source:TAIR;Acc:AT1G74088],0
AT2G30766.1 cdna chromosome:TAIR10:2:13107583:13110480:1 gene:AT2G30766 gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q56Y35],0
AT3G05746.1 cdna chromosome:TAIR10:3:1703250:1703611:1 gene:AT3G05746 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT3G05746],0
AT2G07665.1 cdna chromosome:TAIR10:2:3500130:3500612:_1 gene:AT2G07665 gene_biotype:protein_coding transcript_biotype:protein_coding,0
AT1G33640.1 cdna chromosome:TAIR10:1:12195722:12196223:_1 gene:AT1G33640 gene_biotype:protein_coding transcript_biotype:protein_coding description:Uncharacterized protein T1E4.1 [Source:UniProtKB/TrEMBL;Acc:Q9FW50],0
AT4G16855.1 cdna chromosome:TAIR10:4:9481886:9482560:1 gene:AT4G16855 gene_biotype:protein_coding transcript_biotype:protein_coding description:unknown protein; LOCATED IN: endomembrane system; Ha. [Source:TAIR;Acc:AT4G16855],0
